Event,Date,Race_time,Distance,Laps,Rang,Bib,ID,UCI_Class_code,NOC,Team,Time,Lapped,Velocity,Gender,Class
2015-Nottwil-Wch,1/8/15,11:00,28,4,11,304,459,MT2,CRO,CROATIA,-1 Lap,1,-1 Lap,M,T2
2014-Segovia_Wcup,27/7/14,11:02,64,8,2,382,6,WC2,SPAIN,ESP,-1 Lap,1,-1 Lap,W,C2
2018-Maniago-Wch,5/8/18,11:22,54.4,4,7,405,155,WC2,GRE,GREECE,-1 Lap,1,-1 Lap,W,C2
2018-Ostend_Wcup,6/5/18,12:17,48,6,5,414,174,WC2,JPN,JAPAN,-1 Lap,1,-1 Lap,W,C2
2015-Maniago_Wcup,7/6/15,12:17,56.8,8,5,335,269,WC2,SERBIE,SER,-1 Lap,1,-1 Lap,W,C2
2017-Emmen-Wcup,2/7/17,12:32,56.8,8,3,362,316,WC2,FIN,FINLAND,-1 Lap,1,-1 Lap,W,C2
2018-Emmen-Wcup,8/7/18,12:00,50.4,8,3,401,341,WC2,AUT,AUSTRIA,-1 Lap,1,-1 Lap,W,C2
2017-Emmen-Wcup,2/7/17,12:32,56.8,8,4,361,341,WC2,AUT,AUSTRIA,-1 Lap,1,-1 Lap,W,C2
2014-Segovia_Wcup,27/7/14,11:02,64,8,3,385,341,WC2,INDEPENDANT,GER,-1 Lap,1,-1 Lap,W,C2
2014-Greenville-Wch,31/8/14,10:32,51,5,6,431,421,WC2,ARGENTINA,ARG,-1 Lap,1,-1 Lap,W,C2
2015-Elzach_Wcup,25/7/15,11:02,46,10,4,331,492,WC2,CANADA,CAN,-1 Lap,1,-1 Lap,W,C2
2018-Maniago-Wch,5/8/18,11:22,54.4,4,5,423,32,WC3,MAS,MALAYSIA,-1 Lap,1,-1 Lap,W,C3
2018-Emmen-Wcup,8/7/18,12:00,50.4,8,3,424,97,WC3,GBR,INDIVIDUAL,-1 Lap,1,-1 Lap,W,C3
2015-Maniago_Wcup,7/6/15,12:17,56.8,8,5,344,215,WC3,INDEPENDANT,IND,-1 Lap,1,-1 Lap,W,C3
2014-Segovia_Wcup,27/7/14,11:02,64,8,2,391,507,WC3,GERMANY,GER,-1 Lap,1,-1 Lap,W,C3
2015-Nottwil-Wch,1/8/15,8:02,49,7,5,364,602,WC3,NED,NETHERLANDS,-1 Lap,1,-1 Lap,W,C3
2015-Elzach_Wcup,25/7/15,11:02,46,10,4,343,602,WC3,NETHERLANDS,NED,-1 Lap,1,-1 Lap,W,C3
2017-PMB-WCh,3/9/17,8:02,60.7,10,4,314,15,WC4,FRA,FRANCE,-1 Lap,1,-1 Lap,W,C4
2015-Nottwil-Wch,1/8/15,16:02,62,4,6,375,15,WC4,FRA,FRANCE,-1 Lap,1,-1 Lap,W,C4
2015-Elzach_Wcup,26/7/15,10:30,55.2,12,5,353,15,WC4,INDEPENDANT,FRA,-1 Lap,1,-1 Lap,W,C4
2014-Segovia_Wcup,27/7/14,16:02,64,8,7,405,15,WC4,INDEPENDANT,FRA,-1 Lap,1,-1 Lap,W,C4
2013-Segovia-Wcup,16/6/13,11:02,60,5,2,341,83,WC4,SOUTH AFRICA,RSA,-1 Lap,1,-1 Lap,W,C4
2011-SydneyWCup,5/5/11,8:32,53.7,NA,3,232,83,WC4,RSA,RSA,-1 Lap,1,-1 Lap,W,C4
2014-Segovia_Wcup,27/7/14,16:02,64,8,6,406,152,WC4,INDEPENDANT,GER,-1 Lap,1,-1 Lap,W,C4
2015-Elzach_Wcup,26/7/15,10:30,55.2,12,3,355,166,WC4,INDEPENDANT,USA,-1 Lap,1,-1 Lap,W,C4
2015-Elzach_Wcup,26/7/15,10:30,55.2,12,4,351,209,WC4,AUSTRALIA,AUS,-1 Lap,1,-1 Lap,W,C4
2018-Maniago-Wch,5/8/18,11:20,68,5,10,436,291,WC4,DEN,DENMARK,-1 Lap,1,-1 Lap,W,C4
2017-PMB-WCh,3/9/17,8:02,60.7,10,5,312,328,WC4,AUS,AUSTRALIA,-1 Lap,1,-1 Lap,W,C4
2014-Castiglione-Wcup,11/5/14,11:32,65.1,8,4,355,357,WC4,INDEPENDANT,NED,-1 Lap,1,-1 Lap,W,C4
2017-PMB-WCh,3/9/17,8:02,60.7,10,6,313,376,WC4,CAN,CANADA,-1 Lap,1,-1 Lap,W,C4
2014-Greenville-Wch,31/8/14,8:02,61.2,6,6,453,376,WC4,CANADA,CAN,-1 Lap,1,-1 Lap,W,C4
2014-Castiglione-Wcup,11/5/14,11:32,65.1,8,5,353,490,WC4,INDEPENDANT,ITA,-1 Lap,1,-1 Lap,W,C4
2017-Emmen-Wcup,2/7/17,12:32,71,10,6,383,502,WC4,GBR,GREAT BRITAIN,-1 Lap,1,-1 Lap,W,C4
2015-Nottwil-Wch,1/8/15,16:02,62,4,8,376,502,WC4,GBR,GREAT BRITAIN,-1 Lap,1,-1 Lap,W,C4
2015-PMB-Wcup,13/9/15,13:30,55.4,9,6,235,524,WC4,RUS,RUSSIA,-1 Lap,1,-1 Lap,W,C4
2015-Nottwil-Wch,1/8/15,16:02,62,4,7,378,524,WC4,RUS,RUSSIA,-1 Lap,1,-1 Lap,W,C4
2015-Maniago_Wcup,7/6/15,12:17,56.8,8,6,355,524,WC4,RUSSIA,RUS,-1 Lap,1,-1 Lap,W,C4
2015-Elzach_Wcup,26/7/15,10:30,55.2,12,6,354,524,WC4,RUSSIA,RUS,-1 Lap,1,-1 Lap,W,C4
2018-Maniago-Wch,5/8/18,11:20,68,5,9,439,576,WC4,RUS,RUSSIA,-1 Lap,1,-1 Lap,W,C4
2017-Maniago-Wcup,14/5/18,12:15,71,10,7,388,576,WC4,RUS,RUSSIA,-1 Lap,1,-1 Lap,W,C4
2018-Maniago-Wch,5/8/18,11:20,68,5,14,458,28,WC5,INA,INDONESIA,-1 Lap,1,-1 Lap,W,C5
2017-PMB-WCh,3/9/17,8:02,60.7,10,8,324,272,WC5,EST,ESTONIA,-1 Lap,1,-1 Lap,W,C5
2011-Roskilde-Wchamp,10/9/11,16:02,61.5,4,12,384,276,WC5,GRE,GREECE,-1 Lap,1,-1 Lap,W,C5
2018-BaieComeau-Wcup,19/8/18,8:02,56.7,6,8,321,378,WC5,BRA,INDIVIDUAL,-1 Lap,1,-1 Lap,W,C5
2015-Maniago_Wcup,7/6/15,12:17,56.8,8,5,362,425,WC5,INDEPENDANT,NED,-1 Lap,1,-1 Lap,W,C5
2015-PMB-Wcup,13/9/15,13:30,55.4,9,4,244,599,WC5,RSA,INDEPENDANT,-1 Lap,1,-1 Lap,W,C5
2014-Greenville-Wch,31/8/14,8:02,61.2,6,9,463,642,WC5,CHINA,CHN,-1 Lap,1,-1 Lap,W,C5
2015-Maniago_Wcup,6/6/15,9:02,21.3,3,4,432,139,WT1,CZECH REPUBLIC,CZE,-1 Lap,1,-1 Lap,W,T1
2014-Castiglione-Wcup,10/5/14,11:17,24.6,3,2,367,139,WT1,CZECH REPUBLIC,CZE,-1 Lap,1,-1 Lap,W,T1
2014-Segovia_Wcup,27/7/14,13:02,24,3,4,482,293,WT1,INDEPENDANT,CZE,-1 Lap,1,-1 Lap,W,T1
2016-Basque-WCup-V2,16/7/16,15:17,21.6,3,2,385,293,WT1,CZE,INDEPENDANT,-1 Lap,1,-1 Lap,W,T1
2014-Segovia_Wcup,27/7/14,13:02,24,3,3,485,346,WT1,SLOVAKIA,SVK,-1 Lap,1,-1 Lap,W,T1
2012-Segovia-Wcup,17/6/12,13:00,24,2,2,371,346,WT1,SLOVAKIA,SVK,-1 Lap,1,-1 Lap,W,T1
2013-Segovia-Wcup,31/7/13,13:00,24,2,2,402,346,WT1,SLOVAKIA,SVK,-1 Lap,1,-1 Lap,W,T1
2017-PMB-WCh,2/9/17,13:32,24.3,4,2,382,383,WT1,RSA,SOUTH AFRICA,-1 Lap,1,-1 Lap,W,T1
2015-PMB-Wcup,12/9/15,14:32,18.5,3,4,293,383,WT1,RSA,SOUTH AFRICA,-1 Lap,1,-1 Lap,W,T1
2014-Segovia_Wcup,27/7/14,13:02,24,3,2,484,435,WT1,RUSSIA,RUS,-1 Lap,1,-1 Lap,W,T1
2014-Segovia_Wcup,27/7/14,13:00,24,3,7,494,38,WT2,INDEPENDANT,FRA,-1 Lap,1,-1 Lap,W,T2
2018-Ostend_Wcup,5/5/18,9:02,32,4,6,564,132,WT2,NED,INDIVIDUAL,-1 Lap,1,-1 Lap,W,T2
2015-Nottwil-Wch,1/8/15,11:02,28,4,5,494,132,WT2,NED,NETHERLANDS,-1 Lap,1,-1 Lap,W,T2
2015-Elzach_Wcup,26/7/15,9:00,27.6,6,4,455,132,WT2,NETHERLANDS,NED,-1 Lap,1,-1 Lap,W,T2
2014-Segovia_Wcup,27/7/14,13:00,24,3,5,493,154,WT2,INDEPENDANT,CZE,-1 Lap,1,-1 Lap,W,T2
2015-Elzach_Wcup,26/7/15,9:00,27.6,6,5,453,154,WT2,INDEPENDANT,CZE,-1 Lap,1,-1 Lap,W,T2
2014-Segovia_Wcup,27/7/14,13:00,24,3,6,497,238,WT2,INDEPENDANT,USA,-1 Lap,1,-1 Lap,W,T2
2012-Rome-Wcup,27/5/12,11:15,25,5,4,431,273,WT2,CZECH REPUBLIC,CZE,-1 Lap,1,-1 Lap,W,T2
2015-PMB-Wcup,12/9/15,14:32,18.5,3,7,306,289,WT2,USA,INDEPENDANT,-1 Lap,1,-1 Lap,W,T2
2017-PMB-WCh,2/9/17,13:32,24.3,4,4,401,421,WT2,ARG,ARGENTINA,-1 Lap,1,-1 Lap,W,T2
2018-Emmen-Wcup,7/7/18,9:30,25.2,4,4,533,540,WT2,POL,POLAND,-1 Lap,1,-1 Lap,W,T2
2012-Rome-Wcup,26/5/12,9:00,75,15,14,83,223,MC4,CZECH REPUBLIC,CZE,-10 Laps,1,-10 Laps,M,C4
2012-Rome-Wcup,26/5/12,9:00,75,15,15,83,223,MC4,CZECH REPUBLIC,CZE,-10 Laps,1,-10 Laps,M,C4
2012-Rome-Wcup,26/5/12,9:00,75,15,15,94,588,MC4,MALAYSIA,MAS,-10 Laps,1,-10 Laps,M,C4
2012-Rome-Wcup,26/5/12,9:00,75,15,16,94,588,MC4,MALAYSIA,MAS,-10 Laps,1,-10 Laps,M,C4
2012-Rome-Wcup,26/5/12,9:00,75,15,23,118,110,MC5,DENMARK,DEN,-10 Laps,1,-10 Laps,M,C5
2018-Ostend_Wcup,6/5/18,9:02,64,8,10,44,318,MC1,USA,USA,-2 Laps,1,-2 Laps,M,C1
2012-Segovia-Wcup,17/6/12,11:00,60,5,8,4,361,MC1,DENMARK,DEN,-2 Laps,1,-2 Laps,M,C1
2015-Nottwil-Wch,1/8/15,8:00,56,8,11,41,514,MC1,AUT,AUSTRIA,-2 Laps,1,-2 Laps,M,C1
2018-Ostend_Wcup,6/5/18,9:02,64,8,11,43,612,MC1,POR,INDIVIDUAL,-2 Laps,1,-2 Laps,M,C1
2012-Rome-Wcup,27/5/12,9:00,55,11,6,12,634,MC1,GERMANY,GER,-2 Laps,1,-2 Laps,M,C1
2018-Ostend_Wcup,6/5/18,9:02,64,8,9,31,643,MC1,AUT,AUSTRIA,-2 Laps,1,-2 Laps,M,C1
2015-PMB-Wcup,13/9/15,8:02,55.4,9,9,35,14,MC2,GHA,GHANA,-2 Laps,1,-2 Laps,M,C2
2018-Ostend_Wcup,6/5/18,9:02,64,8,23,74,56,MC2,SUI,SWITZERLAND,-2 Laps,1,-2 Laps,M,C2
2018-Emmen-Wcup,8/7/18,16:45,63,10,23,69,134,MC2,NED,INDIVIDUAL,-2 Laps,1,-2 Laps,M,C2
2015-Nottwil-Wch,1/8/15,8:00,56,8,23,77,374,MC2,ROU,ROMANIA,-2 Laps,1,-2 Laps,M,C2
2016-Ostend-Wcup,22/5/16,9:02,66.8,8,19,68,426,MC2,GRE,INDEPENDANT,-2 Laps,1,-2 Laps,M,C2
2017-Maniago-Wcup,14/5/18,9:02,71,10,15,61,477,MC2,FRA,INDIVIDUAL,-2 Laps,1,-2 Laps,M,C2
2015-Nottwil-Wch,1/8/15,8:00,56,8,22,75,564,MC2,MAS,MALAYSIA,-2 Laps,1,-2 Laps,M,C2
2014-Segovia_Wcup,27/7/14,11:02,64,8,18,74,578,MC2,INDEPENDANT,ITA,-2 Laps,1,-2 Laps,M,C2
2016-Ostend-Wcup,22/5/16,9:02,66.8,8,20,67,586,MC2,GER,INDEPENDANT,-2 Laps,1,-2 Laps,M,C2
2017-Maniago-Wcup,14/5/18,9:02,71,10,14,51,598,MC2,BEL,INDIVIDUAL,-2 Laps,1,-2 Laps,M,C2
2017-PMB-WCh,3/9/17,8:00,60.7,10,16,55,600,MC2,RSA,SOUTH AFRICA,-2 Laps,1,-2 Laps,M,C2
2016-PMB-Wcup,8/5/16,14:47,61.5,10,4,16,600,MC2,RSA,SOUTH AFRICA,-2 Laps,1,-2 Laps,M,C2
2017-PMB-WCh,3/9/17,8:00,60.7,10,15,56,608,MC2,RSA,SOUTH AFRICA,-2 Laps,1,-2 Laps,M,C2
2015-PMB-Wcup,13/9/15,8:02,55.4,9,12,58,404,MC3,RSA,INDEPENDANT,-2 Laps,1,-2 Laps,M,C3
2015-PMB-Wcup,13/9/15,8:02,55.4,9,11,62,496,MC3,USA,INDEPENDANT,-2 Laps,1,-2 Laps,M,C3
2012-Rome-Wcup,27/5/12,9:00,55,11,13,63,544,MC3,INDEPENDANT,IRL,-2 Laps,1,-2 Laps,M,C3
2013-Matane-Wcup,25/3/13,10:30,83,10,13,102,67,MC4,CANADA,CAN,-2 Laps,1,-2 Laps,M,C4
2016-PMB-Wcup,8/5/16,14:47,67.7,11,4,33,114,MC4,RSA,SOUTH AFRICA,-2 Laps,1,-2 Laps,M,C4
2012-Rome-Wcup,26/5/12,9:00,75,15,13,80,189,MC4,AUSTRIA,AUT,-2 Laps,1,-2 Laps,M,C4
2014-Segovia_Wcup,27/7/14,16:00,80,10,19,127,372,MC4,INDEPENDANT,ESP,-2 Laps,1,-2 Laps,M,C4
2016-Basque-WCup-V2,17/7/16,11:45,80,8,12,115,377,MC4,POR,INDEPENDANT,-2 Laps,1,-2 Laps,M,C4
2017-Ostend-Wcup,21/5/17,9:00,80,10,16,122,377,MC4,POR,INDIVIDUAL,-2 Laps,1,-2 Laps,M,C4
2013-Matane-Wcup,25/3/13,10:30,83,10,14,112,394,MC4,RUSSIA,RUS,-2 Laps,1,-2 Laps,M,C4
2014-Segovia_Wcup,27/7/14,16:00,80,10,20,147,429,MC4,INDEPENDANT,ESP,-2 Laps,1,-2 Laps,M,C4
2018-BaieComeau-Wcup,19/8/18,10:15,85.1,9,9,82,474,MC4,CAN,INDIVIDUAL,-2 Laps,1,-2 Laps,M,C4
2012-Rome-Wcup,26/5/12,9:00,75,15,13,89,523,MC4,INDEPENDANT,FRA,-2 Laps,1,-2 Laps,M,C4
2012-Rome-Wcup,26/5/12,9:00,75,15,14,89,523,MC4,INDEPENDANT,FRA,-2 Laps,1,-2 Laps,M,C4
2013-Baie-Comeau-Wcha,1/9/13,10:30,80,7,18,115,588,MC4,MALAYSIA,MAS,-2 Laps,1,-2 Laps,M,C4
2016-PMB-Wcup,8/5/16,14:47,67.7,11,5,34,604,MC4,RSA,SOUTH AFRICA,-2 Laps,1,-2 Laps,M,C4
2014-Segovia_Wcup,27/7/14,16:00,80,10,22,173,37,MC5,GREECE,GRE,-2 Laps,1,-2 Laps,M,C5
2015-PMB-Wcup,13/9/15,8:00,73.8,12,7,94,110,MC5,DEN,INDEPENDANT,-2 Laps,1,-2 Laps,M,C5
2014-Segovia_Wcup,27/7/14,16:00,80,10,23,166,444,MC5,INDEPENDANT,ESP,-2 Laps,1,-2 Laps,M,C5
2015-Nottwil-Wch,1/8/15,16:00,77.5,5,13,163,498,MC5,POR,PORTUGAL,-2 Laps,1,-2 Laps,M,C5
2017-Ostend-Wcup,21/5/17,9:00,80,10,18,142,620,MC5,GBR,INDIVIDUAL,-2 Laps,1,-2 Laps,M,C5
2017-Emmen-Wcup,2/7/17,9:00,85.2,12,14,153,626,MC5,HUN,HUNGARY,-2 Laps,1,-2 Laps,M,C5
2017-Maniago-Wcup,13/5/17,9:00,28.4,4,7,324,193,MT1,FRA,INDIVIDUAL,-2 Laps,1,-2 Laps,M,T1
2014-Segovia_Wcup,27/7/14,11:02,64,8,5,383,101,WC2,INDEPENDANT,ESP,-2 Laps,1,-2 Laps,W,C2
2017-Maniago-Wcup,14/5/18,12:15,56.8,8,5,362,155,WC2,GRE,INDIVIDUAL,-2 Laps,1,-2 Laps,W,C2
2017-Maniago-Wcup,14/5/18,12:15,56.8,8,4,364,269,WC2,SRB,SERBIE,-2 Laps,1,-2 Laps,W,C2
2014-Segovia_Wcup,27/7/14,11:02,64,8,4,384,344,WC2,INDEPENDANT,ESP,-2 Laps,1,-2 Laps,W,C2
2014-Segovia_Wcup,27/7/14,11:02,64,8,6,381,421,WC2,ARGENTINA,ARG,-2 Laps,1,-2 Laps,W,C2
2018-Emmen-Wcup,8/7/18,12:00,50.4,8,4,403,470,WC2,FRA,INDIVIDUAL,-2 Laps,1,-2 Laps,W,C2
2014-Castiglione-Wcup,11/5/14,11:32,65.1,8,6,352,15,WC4,INDEPENDANT,FRA,-2 Laps,1,-2 Laps,W,C4
2018-Ostend_Wcup,6/5/18,12:15,56,7,7,447,152,WC4,GER,GERMANY,-2 Laps,1,-2 Laps,W,C4
2017-Emmen-Wcup,2/7/17,12:32,71,10,7,386,177,WC4,RUS,INDIVIDUAL,-2 Laps,1,-2 Laps,W,C4
2015-Maniago_Wcup,6/6/15,9:02,21.3,3,5,435,346,WT1,SLOVAKIA,SLO,-2 Laps,1,-2 Laps,W,T1
2015-Elzach_Wcup,26/7/15,9:00,27.6,6,6,452,148,WT2,CANADA,CAN,-2 Laps,1,-2 Laps,W,T2
2017-Emmen-Wcup,2/7/17,9:02,71,10,13,36,167,MC1,COL,INDIVIDUAL,-3 Laps,1,-3 Laps,M,C1
2017-Maniago-Wcup,14/5/18,9:02,71,10,8,41,452,MC1,ITA,ITALY,-3 Laps,1,-3 Laps,M,C1
2016-Basque-WCup-V2,17/7/16,8:32,60,6,9,36,500,MC1,ESP,INDEPENDANT,-3 Laps,1,-3 Laps,M,C1
2017-Maniago-Wcup,14/5/18,9:02,71,10,7,34,643,MC1,AUT,AUSTRIA,-3 Laps,1,-3 Laps,M,C1
2018-Ostend_Wcup,6/5/18,9:02,64,8,24,69,631,MC2,NED,INDIVIDUAL,-3 Laps,1,-3 Laps,M,C2
2015-Maniago_Wcup,7/6/15,12:15,85.2,12,21,72,27,MC3,INDEPENDANT,IND,-3 Laps,1,-3 Laps,M,C3
2014-Greenville-Wch,31/8/14,8:00,71.4,7,21,92,63,MC3,BELGIUM,BEL,-3 Laps,1,-3 Laps,M,C3
2017-PMB-WCh,3/9/17,8:00,60.7,10,16,82,274,MC3,IND,INDIA,-3 Laps,1,-3 Laps,M,C3
2016-Basque-WCup-V2,17/7/16,11:47,70,7,13,91,468,MC3,USA,INDEPENDANT,-3 Laps,1,-3 Laps,M,C3
2013-Matane-Wcup,25/3/13,10:30,83,10,13,96,552,MC3,BRAZIL,BRA,-3 Laps,1,-3 Laps,M,C3
2017-Maniago-Wcup,14/5/18,9:02,71,10,16,101,580,MC3,CZE,CZECH REPUBLIC,-3 Laps,1,-3 Laps,M,C3
2017-PMB-WCh,3/9/17,10:30,85,14,14,114,65,MC4,RSA,SOUTH AFRICA,-3 Laps,1,-3 Laps,M,C4
2016-PMB-Wcup,8/5/16,14:47,67.7,11,6,32,65,MC4,RSA,SOUTH AFRICA,-3 Laps,1,-3 Laps,M,C4
2016-Ostend-Wcup,22/5/16,9:00,83.5,10,11,118,162,MC4,FRA,INDEPENDANT,-3 Laps,1,-3 Laps,M,C4
2016-Basque-WCup-V2,17/7/16,11:45,80,8,13,113,183,MC4,POR,INDEPENDANT,-3 Laps,1,-3 Laps,M,C4
2016-Basque-WCup-V2,17/7/16,11:45,80,8,14,114,338,MC4,POR,INDEPENDANT,-3 Laps,1,-3 Laps,M,C4
2017-Maniago-Wcup,14/5/18,9:00,85.2,12,15,121,394,MC4,RUS,RUSSIA,-3 Laps,1,-3 Laps,M,C4
2017-Maniago-Wcup,14/5/18,9:00,85.2,12,14,152,35,MC5,ITA,INDIVIDUAL,-3 Laps,1,-3 Laps,M,C5
2017-Maniago-Wcup,14/5/18,9:00,85.2,12,15,143,200,MC5,BRA,BRAZIL,-3 Laps,1,-3 Laps,M,C5
2016-Basque-WCup-V2,17/7/16,11:45,80,8,17,129,256,MC5,ESP,INDEPENDANT,-3 Laps,1,-3 Laps,M,C5
2016-Basque-WCup-V2,17/7/16,11:45,80,8,16,145,369,MC5,VEN,VENEZUELA,-3 Laps,1,-3 Laps,M,C5
2016-Basque-WCup-V2,17/7/16,11:45,80,8,18,131,442,MC5,ESP,INDEPENDANT,-3 Laps,1,-3 Laps,M,C5
2016-Ostend-Wcup,22/5/16,9:00,83.5,10,18,140,546,MC5,DEN,DENMARK,-3 Laps,1,-3 Laps,M,C5
2017-Maniago-Wcup,13/5/17,9:00,28.4,4,11,340,551,MT2,SRB,SERBIE,-3 Laps,1,-3 Laps,M,T2
2018-Ostend_Wcup,6/5/18,12:17,48,6,6,413,155,WC2,GRE,INDIVIDUAL,-3 Laps,1,-3 Laps,W,C2
2014-Segovia_Wcup,27/7/14,11:02,64,8,7,386,174,WC2,JAPAN,JPN,-3 Laps,1,-3 Laps,W,C2
2012-Rome-Wcup,26/5/12,9:02,40,8,6,330,489,WC2,AUSTRIA,AUT,-3 Laps,1,-3 Laps,W,C2
2017-Ostend-Wcup,21/5/17,11:15,48,6,4,373,32,WC3,MAS,MALAYSIA,-3 Laps,1,-3 Laps,W,C3
2018-Emmen-Wcup,8/7/18,12:00,63,10,6,422,291,WC4,DEN,DENMARK,-3 Laps,1,-3 Laps,W,C4
2016-Ostend-Wcup,22/5/16,12:15,58.45,7,8,390,490,WC4,ITA,INDEPENDANT,-3 Laps,1,-3 Laps,W,C4
2012-Rome-Wcup,27/5/12,9:00,55,11,11,15,47,MC1,USA,USA,-4 Laps,1,-4 Laps,M,C1
2015-Elzach_Wcup,26/7/15,10:32,55.2,12,8,39,201,MC1,INDEPENDANT,MNE,-4 Laps,1,-4 Laps,M,C1
2016-Ostend-Wcup,22/5/16,9:02,66.8,8,10,43,313,MC1,CHN,CHINA,-4 Laps,1,-4 Laps,M,C1
2012-Rome-Wcup,27/5/12,9:00,55,11,8,1,324,MC1,ARGENTINA,ARG,-4 Laps,1,-4 Laps,M,C1
